,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
9706,2021.0,2.0,Alabama,All Sexes,85 years and over,143.0,1186.0,94.0,46.0,8.0,192.0
9742,2021.0,3.0,Alabama,All Sexes,Under 1 year,0.0,7.0,0.0,0.0,0.0,0.0
9745,2021.0,3.0,Alabama,All Sexes,5-14 years,0.0,5.0,0.0,0.0,0.0,0.0
9746,2021.0,3.0,Alabama,All Sexes,15-24 years,0.0,19.0,0.0,0.0,0.0,0.0
9748,2021.0,3.0,Alabama,All Sexes,25-34 years,2.0,33.0,2.0,4.0,0.0,2.0
9750,2021.0,3.0,Alabama,All Sexes,35-44 years,7.0,66.0,7.0,0.0,0.0,7.0
9752,2021.0,3.0,Alabama,All Sexes,45-54 years,2.0,146.0,11.0,4.0,4.0,15.0
9754,2021.0,3.0,Alabama,All Sexes,55-64 years,23.0,338.0,26.0,14.0,0.0,35.0
9756,2021.0,3.0,Alabama,All Sexes,75-84 years,54.0,624.0,50.0,17.0,0.0,87.0
9757,2021.0,3.0,Alabama,All Sexes,85 years and over,31.0,552.0,30.0,10.0,0.0,51.0
9793,2020.0,1.0,Alaska,All Sexes,Under 1 year,0.0,1.0,0.0,0.0,0.0,0.0
9796,2020.0,1.0,Alaska,All Sexes,5-14 years,0.0,6.0,0.0,0.0,0.0,0.0
9797,2020.0,1.0,Alaska,All Sexes,15-24 years,0.0,2.0,0.0,0.0,0.0,0.0
9799,2020.0,1.0,Alaska,All Sexes,25-34 years,0.0,19.0,7.0,0.0,0.0,4.0
9801,2020.0,1.0,Alaska,All Sexes,35-44 years,0.0,18.0,4.0,0.0,0.0,5.0
9803,2020.0,1.0,Alaska,All Sexes,45-54 years,0.0,28.0,0.0,0.0,0.0,0.0
9805,2020.0,1.0,Alaska,All Sexes,55-64 years,0.0,74.0,6.0,0.0,0.0,2.0
9807,2020.0,1.0,Alaska,All Sexes,75-84 years,0.0,84.0,3.0,0.0,4.0,6.0
9808,2020.0,1.0,Alaska,All Sexes,85 years and over,0.0,98.0,1.0,0.0,0.0,1.0
9844,2020.0,2.0,Alaska,All Sexes,Under 1 year,0.0,8.0,0.0,0.0,0.0,0.0
9847,2020.0,2.0,Alaska,All Sexes,5-14 years,0.0,7.0,0.0,0.0,0.0,0.0
9848,2020.0,2.0,Alaska,All Sexes,15-24 years,0.0,14.0,0.0,0.0,0.0,0.0
9850,2020.0,2.0,Alaska,All Sexes,25-34 years,0.0,10.0,0.0,0.0,0.0,0.0
9852,2020.0,2.0,Alaska,All Sexes,35-44 years,0.0,20.0,1.0,0.0,0.0,1.0
9854,2020.0,2.0,Alaska,All Sexes,45-54 years,0.0,26.0,6.0,0.0,0.0,2.0
9856,2020.0,2.0,Alaska,All Sexes,55-64 years,0.0,57.0,4.0,0.0,0.0,2.0
9858,2020.0,2.0,Alaska,All Sexes,75-84 years,0.0,71.0,1.0,0.0,0.0,7.0
9859,2020.0,2.0,Alaska,All Sexes,85 years and over,0.0,68.0,4.0,0.0,5.0,5.0
9895,2020.0,3.0,Alaska,All Sexes,Under 1 year,0.0,8.0,0.0,0.0,0.0,0.0
9898,2020.0,3.0,Alaska,All Sexes,5-14 years,0.0,7.0,0.0,0.0,0.0,0.0
9899,2020.0,3.0,Alaska,All Sexes,15-24 years,0.0,6.0,0.0,0.0,0.0,0.0
9901,2020.0,3.0,Alaska,All Sexes,25-34 years,0.0,19.0,2.0,0.0,0.0,3.0
9903,2020.0,3.0,Alaska,All Sexes,35-44 years,0.0,19.0,0.0,0.0,0.0,0.0
9905,2020.0,3.0,Alaska,All Sexes,45-54 years,0.0,16.0,0.0,0.0,0.0,0.0
9907,2020.0,3.0,Alaska,All Sexes,55-64 years,2.0,63.0,1.0,4.0,0.0,7.0
9909,2020.0,3.0,Alaska,All Sexes,75-84 years,0.0,87.0,6.0,0.0,5.0,8.0
9910,2020.0,3.0,Alaska,All Sexes,85 years and over,0.0,60.0,5.0,0.0,0.0,3.0
9946,2020.0,4.0,Alaska,All Sexes,Under 1 year,0.0,5.0,0.0,0.0,0.0,0.0
9949,2020.0,4.0,Alaska,All Sexes,5-14 years,0.0,4.0,0.0,0.0,0.0,0.0
9950,2020.0,4.0,Alaska,All Sexes,15-24 years,0.0,10.0,0.0,0.0,0.0,0.0
9952,2020.0,4.0,Alaska,All Sexes,25-34 years,7.0,12.0,0.0,0.0,0.0,4.0
9954,2020.0,4.0,Alaska,All Sexes,35-44 years,0.0,18.0,7.0,0.0,0.0,3.0
9956,2020.0,4.0,Alaska,All Sexes,45-54 years,5.0,31.0,0.0,0.0,0.0,1.0
9958,2020.0,4.0,Alaska,All Sexes,55-64 years,0.0,55.0,3.0,0.0,0.0,4.0
9960,2020.0,4.0,Alaska,All Sexes,75-84 years,0.0,88.0,4.0,0.0,0.0,8.0
9961,2020.0,4.0,Alaska,All Sexes,85 years and over,0.0,63.0,4.0,0.0,0.0,6.0
9997,2020.0,5.0,Alaska,All Sexes,Under 1 year,0.0,7.0,0.0,0.0,0.0,0.0
10000,2020.0,5.0,Alaska,All Sexes,5-14 years,0.0,4.0,0.0,0.0,0.0,0.0
10001,2020.0,5.0,Alaska,All Sexes,15-24 years,0.0,10.0,0.0,0.0,0.0,0.0
10003,2020.0,5.0,Alaska,All Sexes,25-34 years,0.0,25.0,6.0,0.0,0.0,5.0
10005,2020.0,5.0,Alaska,All Sexes,35-44 years,0.0,21.0,4.0,0.0,0.0,4.0
10007,2020.0,5.0,Alaska,All Sexes,45-54 years,0.0,30.0,8.0,0.0,0.0,3.0
10009,2020.0,5.0,Alaska,All Sexes,55-64 years,0.0,67.0,6.0,0.0,0.0,8.0
10011,2020.0,5.0,Alaska,All Sexes,75-84 years,0.0,70.0,8.0,0.0,0.0,3.0
10012,2020.0,5.0,Alaska,All Sexes,85 years and over,1.0,73.0,4.0,0.0,0.0,7.0
10048,2020.0,6.0,Alaska,All Sexes,Under 1 year,0.0,8.0,0.0,0.0,0.0,0.0
10051,2020.0,6.0,Alaska,All Sexes,5-14 years,0.0,6.0,0.0,0.0,0.0,0.0
10052,2020.0,6.0,Alaska,All Sexes,15-24 years,0.0,12.0,2.0,0.0,0.0,6.0
10054,2020.0,6.0,Alaska,All Sexes,25-34 years,0.0,21.0,0.0,0.0,0.0,0.0
10056,2020.0,6.0,Alaska,All Sexes,35-44 years,0.0,18.0,4.0,0.0,0.0,1.0
10058,2020.0,6.0,Alaska,All Sexes,45-54 years,0.0,26.0,7.0,0.0,0.0,5.0
10060,2020.0,6.0,Alaska,All Sexes,55-64 years,0.0,77.0,8.0,0.0,0.0,3.0
10062,2020.0,6.0,Alaska,All Sexes,75-84 years,2.0,76.0,5.0,7.0,0.0,7.0
10063,2020.0,6.0,Alaska,All Sexes,85 years and over,0.0,60.0,0.0,0.0,0.0,0.0
10099,2020.0,7.0,Alaska,All Sexes,Under 1 year,0.0,7.0,0.0,0.0,0.0,0.0
10102,2020.0,7.0,Alaska,All Sexes,5-14 years,0.0,4.0,0.0,0.0,0.0,0.0
10103,2020.0,7.0,Alaska,All Sexes,15-24 years,0.0,21.0,0.0,0.0,0.0,0.0
10105,2020.0,7.0,Alaska,All Sexes,25-34 years,0.0,23.0,0.0,0.0,0.0,0.0
10107,2020.0,7.0,Alaska,All Sexes,35-44 years,0.0,30.0,0.0,0.0,0.0,0.0
10109,2020.0,7.0,Alaska,All Sexes,45-54 years,3.0,32.0,3.0,3.0,0.0,7.0
10111,2020.0,7.0,Alaska,All Sexes,55-64 years,3.0,67.0,8.0,2.0,0.0,4.0
10113,2020.0,7.0,Alaska,All Sexes,75-84 years,1.0,87.0,3.0,5.0,0.0,6.0
10114,2020.0,7.0,Alaska,All Sexes,85 years and over,1.0,66.0,6.0,5.0,0.0,2.0
10150,2020.0,8.0,Alaska,All Sexes,Under 1 year,0.0,4.0,0.0,0.0,0.0,0.0
10153,2020.0,8.0,Alaska,All Sexes,5-14 years,0.0,3.0,0.0,0.0,0.0,0.0
10154,2020.0,8.0,Alaska,All Sexes,15-24 years,0.0,11.0,0.0,0.0,0.0,0.0
10156,2020.0,8.0,Alaska,All Sexes,25-34 years,0.0,16.0,0.0,0.0,0.0,0.0
10158,2020.0,8.0,Alaska,All Sexes,35-44 years,0.0,29.0,0.0,0.0,0.0,0.0
10160,2020.0,8.0,Alaska,All Sexes,45-54 years,3.0,48.0,7.0,1.0,0.0,5.0
10162,2020.0,8.0,Alaska,All Sexes,55-64 years,1.0,63.0,4.0,0.0,0.0,6.0
10164,2020.0,8.0,Alaska,All Sexes,75-84 years,6.0,94.0,4.0,7.0,0.0,5.0
10165,2020.0,8.0,Alaska,All Sexes,85 years and over,8.0,71.0,1.0,5.0,0.0,8.0
10201,2020.0,9.0,Alaska,All Sexes,Under 1 year,0.0,7.0,0.0,0.0,0.0,0.0
10204,2020.0,9.0,Alaska,All Sexes,5-14 years,0.0,3.0,0.0,0.0,0.0,0.0
10205,2020.0,9.0,Alaska,All Sexes,15-24 years,0.0,8.0,0.0,0.0,0.0,0.0
10207,2020.0,9.0,Alaska,All Sexes,25-34 years,0.0,18.0,0.0,0.0,0.0,0.0
10209,2020.0,9.0,Alaska,All Sexes,35-44 years,1.0,35.0,7.0,2.0,0.0,3.0
10211,2020.0,9.0,Alaska,All Sexes,45-54 years,2.0,38.0,7.0,0.0,0.0,5.0
10213,2020.0,9.0,Alaska,All Sexes,55-64 years,7.0,74.0,2.0,0.0,0.0,2.0
10215,2020.0,9.0,Alaska,All Sexes,75-84 years,6.0,73.0,4.0,4.0,0.0,4.0
10216,2020.0,9.0,Alaska,All Sexes,85 years and over,3.0,78.0,8.0,1.0,0.0,1.0
10252,2020.0,10.0,Alaska,All Sexes,Under 1 year,0.0,3.0,0.0,0.0,0.0,0.0
10255,2020.0,10.0,Alaska,All Sexes,5-14 years,0.0,5.0,0.0,0.0,0.0,0.0
10256,2020.0,10.0,Alaska,All Sexes,15-24 years,0.0,14.0,2.0,0.0,0.0,4.0
10258,2020.0,10.0,Alaska,All Sexes,25-34 years,3.0,26.0,5.0,0.0,0.0,6.0
10260,2020.0,10.0,Alaska,All Sexes,35-44 years,1.0,23.0,5.0,6.0,0.0,6.0
10262,2020.0,10.0,Alaska,All Sexes,45-54 years,8.0,35.0,7.0,0.0,0.0,6.0
10264,2020.0,10.0,Alaska,All Sexes,55-64 years,5.0,76.0,1.0,7.0,0.0,3.0
10266,2020.0,10.0,Alaska,All Sexes,75-84 years,11.0,101.0,4.0,7.0,0.0,14.0
10267,2020.0,10.0,Alaska,All Sexes,85 years and over,10.0,82.0,10.0,2.0,0.0,14.0
10303,2020.0,11.0,Alaska,All Sexes,Under 1 year,0.0,3.0,0.0,0.0,0.0,0.0
10306,2020.0,11.0,Alaska,All Sexes,5-14 years,0.0,5.0,0.0,0.0,0.0,0.0
10307,2020.0,11.0,Alaska,All Sexes,15-24 years,7.0,10.0,2.0,3.0,0.0,2.0
10309,2020.0,11.0,Alaska,All Sexes,25-34 years,6.0,16.0,6.0,6.0,0.0,5.0
10311,2020.0,11.0,Alaska,All Sexes,35-44 years,1.0,26.0,5.0,6.0,0.0,6.0
10313,2020.0,11.0,Alaska,All Sexes,45-54 years,3.0,39.0,4.0,0.0,0.0,6.0
10315,2020.0,11.0,Alaska,All Sexes,55-64 years,6.0,75.0,4.0,5.0,0.0,12.0
10317,2020.0,11.0,Alaska,All Sexes,75-84 years,16.0,120.0,14.0,12.0,0.0,18.0
10318,2020.0,11.0,Alaska,All Sexes,85 years and over,21.0,101.0,17.0,12.0,0.0,26.0
10354,2020.0,12.0,Alaska,All Sexes,Under 1 year,0.0,5.0,0.0,0.0,0.0,0.0
10357,2020.0,12.0,Alaska,All Sexes,5-14 years,0.0,6.0,0.0,0.0,0.0,0.0
10358,2020.0,12.0,Alaska,All Sexes,15-24 years,0.0,6.0,0.0,0.0,0.0,0.0
10360,2020.0,12.0,Alaska,All Sexes,25-34 years,0.0,22.0,0.0,0.0,0.0,0.0
10362,2020.0,12.0,Alaska,All Sexes,35-44 years,6.0,23.0,4.0,1.0,0.0,4.0
10364,2020.0,12.0,Alaska,All Sexes,45-54 years,6.0,41.0,6.0,0.0,0.0,2.0
10366,2020.0,12.0,Alaska,All Sexes,55-64 years,8.0,75.0,5.0,2.0,3.0,12.0
10368,2020.0,12.0,Alaska,All Sexes,75-84 years,31.0,116.0,22.0,20.0,0.0,33.0
10369,2020.0,12.0,Alaska,All Sexes,85 years and over,20.0,94.0,14.0,10.0,0.0,24.0
10405,2021.0,1.0,Alaska,All Sexes,Under 1 year,0.0,4.0,0.0,0.0,0.0,0.0
10408,2021.0,1.0,Alaska,All Sexes,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
10409,2021.0,1.0,Alaska,All Sexes,15-24 years,0.0,10.0,0.0,0.0,0.0,0.0
10411,2021.0,1.0,Alaska,All Sexes,25-34 years,0.0,16.0,0.0,0.0,0.0,0.0
10413,2021.0,1.0,Alaska,All Sexes,35-44 years,0.0,18.0,0.0,0.0,0.0,0.0
10415,2021.0,1.0,Alaska,All Sexes,45-54 years,5.0,34.0,8.0,7.0,0.0,4.0
10417,2021.0,1.0,Alaska,All Sexes,55-64 years,2.0,76.0,5.0,7.0,0.0,5.0
10419,2021.0,1.0,Alaska,All Sexes,75-84 years,10.0,93.0,3.0,1.0,0.0,15.0
10420,2021.0,1.0,Alaska,All Sexes,85 years and over,13.0,96.0,3.0,6.0,0.0,15.0
10456,2021.0,2.0,Alaska,All Sexes,Under 1 year,0.0,5.0,0.0,0.0,0.0,0.0
10459,2021.0,2.0,Alaska,All Sexes,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
10460,2021.0,2.0,Alaska,All Sexes,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0
10462,2021.0,2.0,Alaska,All Sexes,25-34 years,4.0,7.0,0.0,0.0,0.0,2.0
10464,2021.0,2.0,Alaska,All Sexes,35-44 years,0.0,8.0,0.0,0.0,0.0,0.0
10466,2021.0,2.0,Alaska,All Sexes,45-54 years,0.0,20.0,0.0,0.0,0.0,0.0
10468,2021.0,2.0,Alaska,All Sexes,55-64 years,5.0,43.0,7.0,4.0,0.0,3.0
10470,2021.0,2.0,Alaska,All Sexes,75-84 years,2.0,74.0,7.0,6.0,0.0,3.0
10471,2021.0,2.0,Alaska,All Sexes,85 years and over,2.0,44.0,2.0,7.0,0.0,1.0
10507,2021.0,3.0,Alaska,All Sexes,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0
10510,2021.0,3.0,Alaska,All Sexes,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
10511,2021.0,3.0,Alaska,All Sexes,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0
10513,2021.0,3.0,Alaska,All Sexes,25-34 years,0.0,3.0,0.0,0.0,0.0,0.0
10515,2021.0,3.0,Alaska,All Sexes,35-44 years,0.0,8.0,0.0,0.0,0.0,0.0
10517,2021.0,3.0,Alaska,All Sexes,45-54 years,7.0,1.0,0.0,0.0,0.0,7.0
10519,2021.0,3.0,Alaska,All Sexes,55-64 years,0.0,13.0,0.0,0.0,0.0,0.0
10521,2021.0,3.0,Alaska,All Sexes,75-84 years,7.0,26.0,2.0,2.0,0.0,3.0
10522,2021.0,3.0,Alaska,All Sexes,85 years and over,1.0,28.0,0.0,0.0,0.0,5.0
10558,2020.0,1.0,Arizona,All Sexes,Under 1 year,0.0,33.0,1.0,0.0,5.0,3.0
10561,2020.0,1.0,Arizona,All Sexes,5-14 years,0.0,14.0,5.0,0.0,5.0,4.0
10562,2020.0,1.0,Arizona,All Sexes,15-24 years,0.0,80.0,5.0,0.0,7.0,4.0
10564,2020.0,1.0,Arizona,All Sexes,25-34 years,0.0,153.0,4.0,0.0,7.0,8.0
10566,2020.0,1.0,Arizona,All Sexes,35-44 years,0.0,173.0,5.0,0.0,2.0,4.0
10568,2020.0,1.0,Arizona,All Sexes,45-54 years,0.0,301.0,21.0,0.0,7.0,27.0
10570,2020.0,1.0,Arizona,All Sexes,55-64 years,0.0,709.0,51.0,0.0,6.0,55.0
10572,2020.0,1.0,Arizona,All Sexes,75-84 years,0.0,1501.0,105.0,0.0,2.0,114.0
10573,2020.0,1.0,Arizona,All Sexes,85 years and over,0.0,1687.0,116.0,0.0,8.0,120.0
10609,2020.0,2.0,Arizona,All Sexes,Under 1 year,0.0,41.0,8.0,0.0,0.0,4.0
10612,2020.0,2.0,Arizona,All Sexes,5-14 years,0.0,14.0,0.0,0.0,2.0,8.0
10613,2020.0,2.0,Arizona,All Sexes,15-24 years,0.0,78.0,5.0,0.0,6.0,8.0
10615,2020.0,2.0,Arizona,All Sexes,25-34 years,0.0,145.0,8.0,0.0,1.0,2.0
10617,2020.0,2.0,Arizona,All Sexes,35-44 years,0.0,160.0,2.0,0.0,5.0,8.0
10619,2020.0,2.0,Arizona,All Sexes,45-54 years,0.0,268.0,10.0,0.0,7.0,12.0
10621,2020.0,2.0,Arizona,All Sexes,55-64 years,0.0,682.0,42.0,0.0,13.0,55.0
10623,2020.0,2.0,Arizona,All Sexes,75-84 years,0.0,1434.0,105.0,0.0,8.0,114.0
10624,2020.0,2.0,Arizona,All Sexes,85 years and over,0.0,1555.0,98.0,0.0,1.0,105.0
10660,2020.0,3.0,Arizona,All Sexes,Under 1 year,0.0,35.0,0.0,0.0,0.0,0.0
10663,2020.0,3.0,Arizona,All Sexes,5-14 years,6.0,14.0,0.0,0.0,0.0,2.0
10664,2020.0,3.0,Arizona,All Sexes,15-24 years,1.0,89.0,8.0,5.0,0.0,4.0
10666,2020.0,3.0,Arizona,All Sexes,25-34 years,1.0,133.0,6.0,3.0,0.0,6.0
10668,2020.0,3.0,Arizona,All Sexes,35-44 years,0.0,180.0,5.0,0.0,8.0,11.0
10670,2020.0,3.0,Arizona,All Sexes,45-54 years,10.0,319.0,27.0,8.0,4.0,36.0
10672,2020.0,3.0,Arizona,All Sexes,55-64 years,10.0,738.0,69.0,8.0,1.0,77.0
10674,2020.0,3.0,Arizona,All Sexes,75-84 years,17.0,1589.0,112.0,10.0,10.0,129.0
10675,2020.0,3.0,Arizona,All Sexes,85 years and over,4.0,1623.0,119.0,6.0,6.0,131.0
10711,2020.0,4.0,Arizona,All Sexes,Under 1 year,0.0,23.0,0.0,0.0,0.0,0.0
10714,2020.0,4.0,Arizona,All Sexes,5-14 years,0.0,3.0,0.0,0.0,0.0,0.0
10715,2020.0,4.0,Arizona,All Sexes,15-24 years,0.0,85.0,0.0,0.0,0.0,0.0
10717,2020.0,4.0,Arizona,All Sexes,25-34 years,3.0,136.0,10.0,3.0,0.0,13.0
10719,2020.0,4.0,Arizona,All Sexes,35-44 years,1.0,172.0,10.0,4.0,0.0,12.0
10721,2020.0,4.0,Arizona,All Sexes,45-54 years,16.0,290.0,20.0,4.0,0.0,29.0
10723,2020.0,4.0,Arizona,All Sexes,55-64 years,45.0,735.0,64.0,23.0,1.0,89.0
10725,2020.0,4.0,Arizona,All Sexes,75-84 years,114.0,1517.0,167.0,52.0,6.0,230.0
10726,2020.0,4.0,Arizona,All Sexes,85 years and over,139.0,1687.0,144.0,59.0,3.0,226.0
10762,2020.0,5.0,Arizona,All Sexes,Under 1 year,0.0,31.0,0.0,0.0,0.0,0.0
10765,2020.0,5.0,Arizona,All Sexes,5-14 years,7.0,12.0,4.0,4.0,0.0,1.0
10766,2020.0,5.0,Arizona,All Sexes,15-24 years,7.0,96.0,4.0,0.0,0.0,8.0
10768,2020.0,5.0,Arizona,All Sexes,25-34 years,1.0,191.0,6.0,5.0,0.0,12.0
10770,2020.0,5.0,Arizona,All Sexes,35-44 years,15.0,220.0,12.0,2.0,0.0,20.0
10772,2020.0,5.0,Arizona,All Sexes,45-54 years,36.0,344.0,30.0,15.0,0.0,51.0
10774,2020.0,5.0,Arizona,All Sexes,55-64 years,64.0,713.0,75.0,36.0,0.0,103.0
10776,2020.0,5.0,Arizona,All Sexes,75-84 years,131.0,1498.0,163.0,72.0,0.0,222.0
10777,2020.0,5.0,Arizona,All Sexes,85 years and over,155.0,1647.0,155.0,82.0,0.0,228.0
10813,2020.0,6.0,Arizona,All Sexes,Under 1 year,0.0,36.0,0.0,0.0,0.0,0.0
10816,2020.0,6.0,Arizona,All Sexes,5-14 years,2.0,12.0,3.0,5.0,0.0,6.0
10817,2020.0,6.0,Arizona,All Sexes,15-24 years,2.0,98.0,5.0,5.0,0.0,5.0
10819,2020.0,6.0,Arizona,All Sexes,25-34 years,17.0,223.0,11.0,2.0,0.0,22.0
10821,2020.0,6.0,Arizona,All Sexes,35-44 years,36.0,246.0,19.0,16.0,0.0,39.0
10823,2020.0,6.0,Arizona,All Sexes,45-54 years,69.0,407.0,43.0,36.0,1.0,77.0
10825,2020.0,6.0,Arizona,All Sexes,55-64 years,151.0,845.0,112.0,83.0,0.0,180.0
10827,2020.0,6.0,Arizona,All Sexes,75-84 years,237.0,1655.0,221.0,140.0,0.0,318.0
10828,2020.0,6.0,Arizona,All Sexes,85 years and over,201.0,1720.0,158.0,95.0,2.0,265.0
10864,2020.0,7.0,Arizona,All Sexes,Under 1 year,0.0,34.0,0.0,0.0,0.0,0.0
10867,2020.0,7.0,Arizona,All Sexes,5-14 years,0.0,11.0,0.0,0.0,0.0,0.0
10868,2020.0,7.0,Arizona,All Sexes,15-24 years,10.0,122.0,6.0,6.0,0.0,11.0
10870,2020.0,7.0,Arizona,All Sexes,25-34 years,37.0,249.0,24.0,21.0,0.0,40.0
10872,2020.0,7.0,Arizona,All Sexes,35-44 years,79.0,347.0,41.0,38.0,0.0,82.0
10874,2020.0,7.0,Arizona,All Sexes,45-54 years,151.0,562.0,115.0,95.0,5.0,172.0
10876,2020.0,7.0,Arizona,All Sexes,55-64 years,336.0,1167.0,249.0,202.0,0.0,383.0
10878,2020.0,7.0,Arizona,All Sexes,75-84 years,544.0,1996.0,438.0,338.0,0.0,644.0
10879,2020.0,7.0,Arizona,All Sexes,85 years and over,436.0,2121.0,305.0,225.0,0.0,516.0
10915,2020.0,8.0,Arizona,All Sexes,Under 1 year,0.0,30.0,0.0,0.0,0.0,0.0
10918,2020.0,8.0,Arizona,All Sexes,5-14 years,0.0,7.0,0.0,0.0,0.0,0.0
10919,2020.0,8.0,Arizona,All Sexes,15-24 years,8.0,99.0,1.0,5.0,0.0,1.0
10921,2020.0,8.0,Arizona,All Sexes,25-34 years,17.0,217.0,13.0,10.0,0.0,20.0
10923,2020.0,8.0,Arizona,All Sexes,35-44 years,30.0,272.0,23.0,17.0,0.0,36.0
10925,2020.0,8.0,Arizona,All Sexes,45-54 years,73.0,432.0,57.0,41.0,1.0,90.0
10927,2020.0,8.0,Arizona,All Sexes,55-64 years,166.0,918.0,138.0,98.0,0.0,206.0
10929,2020.0,8.0,Arizona,All Sexes,75-84 years,235.0,1642.0,197.0,143.0,0.0,289.0
10930,2020.0,8.0,Arizona,All Sexes,85 years and over,173.0,1647.0,127.0,73.0,0.0,227.0
10966,2020.0,9.0,Arizona,All Sexes,Under 1 year,0.0,36.0,2.0,0.0,0.0,2.0
10969,2020.0,9.0,Arizona,All Sexes,5-14 years,0.0,10.0,0.0,0.0,0.0,0.0
10970,2020.0,9.0,Arizona,All Sexes,15-24 years,8.0,97.0,4.0,0.0,0.0,8.0
10972,2020.0,9.0,Arizona,All Sexes,25-34 years,8.0,177.0,8.0,2.0,0.0,3.0
10974,2020.0,9.0,Arizona,All Sexes,35-44 years,11.0,226.0,6.0,4.0,0.0,16.0
10976,2020.0,9.0,Arizona,All Sexes,45-54 years,22.0,360.0,23.0,13.0,0.0,32.0
10978,2020.0,9.0,Arizona,All Sexes,55-64 years,47.0,713.0,62.0,28.0,0.0,81.0
10980,2020.0,9.0,Arizona,All Sexes,75-84 years,70.0,1346.0,105.0,36.0,0.0,139.0
10981,2020.0,9.0,Arizona,All Sexes,85 years and over,49.0,1393.0,87.0,24.0,0.0,112.0
11017,2020.0,10.0,Arizona,All Sexes,Under 1 year,0.0,41.0,0.0,0.0,0.0,0.0
11020,2020.0,10.0,Arizona,All Sexes,5-14 years,0.0,16.0,0.0,0.0,0.0,0.0
11021,2020.0,10.0,Arizona,All Sexes,15-24 years,0.0,97.0,3.0,0.0,0.0,1.0
11023,2020.0,10.0,Arizona,All Sexes,25-34 years,8.0,164.0,6.0,0.0,0.0,3.0
11025,2020.0,10.0,Arizona,All Sexes,35-44 years,6.0,218.0,12.0,7.0,0.0,16.0
11027,2020.0,10.0,Arizona,All Sexes,45-54 years,17.0,331.0,18.0,5.0,0.0,26.0
11029,2020.0,10.0,Arizona,All Sexes,55-64 years,35.0,729.0,65.0,23.0,0.0,77.0
11031,2020.0,10.0,Arizona,All Sexes,75-84 years,67.0,1419.0,105.0,32.0,0.0,140.0
11032,2020.0,10.0,Arizona,All Sexes,85 years and over,57.0,1464.0,83.0,22.0,0.0,118.0
11068,2020.0,11.0,Arizona,All Sexes,Under 1 year,0.0,32.0,0.0,0.0,0.0,0.0
11071,2020.0,11.0,Arizona,All Sexes,5-14 years,0.0,16.0,0.0,0.0,0.0,0.0
11072,2020.0,11.0,Arizona,All Sexes,15-24 years,4.0,88.0,6.0,1.0,0.0,6.0
11074,2020.0,11.0,Arizona,All Sexes,25-34 years,4.0,159.0,10.0,6.0,0.0,14.0
11076,2020.0,11.0,Arizona,All Sexes,35-44 years,28.0,209.0,18.0,13.0,0.0,33.0
11078,2020.0,11.0,Arizona,All Sexes,45-54 years,37.0,343.0,35.0,24.0,0.0,48.0
11080,2020.0,11.0,Arizona,All Sexes,55-64 years,126.0,788.0,110.0,75.0,0.0,161.0
11082,2020.0,11.0,Arizona,All Sexes,75-84 years,256.0,1584.0,224.0,143.0,0.0,337.0
11083,2020.0,11.0,Arizona,All Sexes,85 years and over,205.0,1669.0,182.0,108.0,0.0,279.0
11119,2020.0,12.0,Arizona,All Sexes,Under 1 year,0.0,27.0,0.0,0.0,0.0,0.0
11122,2020.0,12.0,Arizona,All Sexes,5-14 years,3.0,17.0,3.0,5.0,0.0,3.0
11123,2020.0,12.0,Arizona,All Sexes,15-24 years,1.0,90.0,8.0,2.0,0.0,7.0
11125,2020.0,12.0,Arizona,All Sexes,25-34 years,22.0,164.0,21.0,17.0,0.0,26.0
11127,2020.0,12.0,Arizona,All Sexes,35-44 years,62.0,243.0,46.0,32.0,7.0,76.0
11129,2020.0,12.0,Arizona,All Sexes,45-54 years,158.0,483.0,129.0,106.0,3.0,181.0
11131,2020.0,12.0,Arizona,All Sexes,55-64 years,373.0,1136.0,295.0,240.0,0.0,428.0
11133,2020.0,12.0,Arizona,All Sexes,75-84 years,903.0,2492.0,689.0,579.0,0.0,1013.0
11134,2020.0,12.0,Arizona,All Sexes,85 years and over,777.0,2578.0,577.0,469.0,0.0,885.0
11170,2021.0,1.0,Arizona,All Sexes,Under 1 year,0.0,32.0,5.0,0.0,0.0,1.0
11173,2021.0,1.0,Arizona,All Sexes,5-14 years,8.0,2.0,7.0,7.0,0.0,1.0
11174,2021.0,1.0,Arizona,All Sexes,15-24 years,5.0,74.0,2.0,5.0,0.0,6.0
11176,2021.0,1.0,Arizona,All Sexes,25-34 years,41.0,231.0,26.0,21.0,0.0,46.0
11178,2021.0,1.0,Arizona,All Sexes,35-44 years,74.0,310.0,55.0,47.0,2.0,83.0
11180,2021.0,1.0,Arizona,All Sexes,45-54 years,256.0,587.0,184.0,167.0,0.0,273.0
11182,2021.0,1.0,Arizona,All Sexes,55-64 years,559.0,1354.0,399.0,340.0,0.0,618.0
11184,2021.0,1.0,Arizona,All Sexes,75-84 years,1229.0,2787.0,846.0,747.0,5.0,1328.0
